procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7213172 286884 8175772    0    0     0     0  717  448 49  1 50  0  0
 2  0      0 7213172 286884 8175772    0    0     0     0  699  429 49  1 50  0  0
 2  0      0 7213048 286884 8175772    0    0     0     0  683  393 50  1 50  0  0
 2  0      0 7213048 286884 8175772    0    0     0    16  713  459 49  1 50  0  0
 2  0      0 7213048 286884 8175772    0    0     0     0  702  424 50  1 50  0  0
 2  0      0 7213048 286884 8175772    0    0     0     0  707  440 49  1 50  0  0
 2  0      0 7213048 286884 8175772    0    0     0     0  680  396 50  1 50  0  0
 2  1      0 7213048 286884 8175772    0    0     0    16  709  442 49  1 50  0  0
 2  0      0 7212924 286884 8175780    0    0     0     0  699  429 49  1 50  0  0
 2  0      0 7212924 286884 8175780    0    0     0     0  687  409 49  2 50  0  0
 2  0      0 7212924 286884 8175780    0    0     0     0  676  388 50  0 50  0  0
 2  0      0 7212924 286884 8175780    0    0     0     0  702  431 49  2 50  0  0
 2  1      0 7212924 286884 8175780    0    0     0    16  693  415 50  1 50  0  0
 2  0      0 7212924 286884 8175780    0    0     0     0  715  449 49  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7212924 286884 8175780    0    0     0     0  683  407 50  0 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  713  454 49  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  696  416 50  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0    36  730  471 49  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  678  394 49  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  699  417 49  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  690  392 50  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  704  417 49  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  693  406 50  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0    16  741  524 49  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  682  390 49  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  706  414 49  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  687  390 50  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0    12  702  407 50  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0    32  704  434 49  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  694  401 50  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  702  425 49  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  683  385 50  0 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0    28  706  427 50  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  690  410 50  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0    16  716  444 50  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7212800 286884 8175780    0    0     0     0  698  399 50  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  715  423 49  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  737  466 49  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  746  488 49  2 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  684  386 50  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0    16  711  442 49  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  686  390 49  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  703  413 50  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  689  393 50  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  705  431 49  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  688  393 50  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0    16  717  439 50  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  704  403 50  0 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  711  434 49  2 50  0  0
 4  0      0 7212800 286884 8175780    0    0     0     0  688  392 50  0 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  704  426 49  1 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0     0  684  380 50  0 50  0  0
 2  0      0 7212800 286884 8175780    0    0     0    20  714  436 49  1 50  0  0
 2  0      0 7212800 286884 8175784    0    0     0     0  694  395 50  0 50  0  0
 2  0      0 7212800 286884 8175784    0    0     0     0  697  408 49  1 50  0  0
 2  0      0 7212800 286884 8175784    0    0     0     0  694  419 49  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7212800 286884 8175784    0    0     0     0  718  455 49  1 50  0  0
 2  0      0 7212800 286884 8175784    0    0     0    16  696  414 50  1 50  0  0
 2  0      0 7212800 286884 8175784    0    0     0     0  687  412 49  1 50  0  0
 2  0      0 7212800 286884 8175784    0    0     0     0  706  433 49  1 50  0  0
 2  0      0 7212800 286884 8175784    0    0     0     0  693  422 50  1 50  0  0
 2  0      0 7212800 286884 8175784    0    0     0     0  693  412 49  2 50  0  0
 2  0      0 7212800 286884 8175784    0    0     0    24  685  407 50  0 50  0  0
 2  0      0 7173584 286884 8175784    0    0     0     0  761  567 48  2 49  0  0
 2  0      0 7173616 286884 8175784    0    0     0     0  691  416 49  1 50  0  0
 2  0      0 7173616 286884 8175784    0    0     0     0  677  398 49  1 50  0  0
 2  0      0 7173616 286884 8175784    0    0     0     0  679  385 50  1 50  0  0
 2  0      0 7173616 286884 8175784    0    0     0     0  689  429 50  1 49  0  0
 2  0      0 7173616 286884 8175784    0    0     0    16  696  423 49  1 50  0  0
 2  0      0 7173616 286884 8175784    0    0     0     0  669  360 49  1 50  0  0
 2  0      0 7173616 286884 8175784    0    0     0     0  689  396 49  1 50  0  0
 2  0      0 7173616 286884 8175784    0    0     0     0  685  381 50  1 50  0  0
 2  0      0 7173616 286884 8175784    0    0     0     0  695  412 49  2 50  0  0
 2  0      0 7173616 286884 8175784    0    0     0    16  686  385 50  1 49  0  0
 2  0      0 7173616 286884 8175784    0    0     0     0  680  386 49  1 50  0  0
 2  0      0 7173120 286884 8175816    0    0     0    48  735  464 50  1 50  0  0
 2  0      0 7173120 286884 8175816    0    0     0     0  704  416 49  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7173120 286884 8175816    0    0     0     0  693  390 50  1 50  0  0
 2  0      0 7173152 286884 8175816    0    0     0     0  692  393 49  1 50  0  0
 2  0      0 7173152 286884 8175816    0    0     0     0  686  386 49  1 50  0  0
 2  0      0 7173152 286884 8175816    0    0     0    44  713  441 50  1 49  1  0
 2  0      0 7173152 286884 8175816    0    0     0     0  670  355 50  1 50  0  0
 2  0      0 7173152 286884 8175816    0    0     0     0  694  410 50  1 50  0  0
 2  0      0 7173152 286884 8175816    0    0     0     0  689  397 49  1 50  0  0
 2  0      0 7173152 286884 8175816    0    0     0     0  702  413 49  2 50  0  0
 2  0      0 7173152 286884 8175816    0    0     0     0  678  378 50  0 50  0  0
 2  0      0 7173152 286884 8175816    0    0     0    16  703  428 50  1 49  0  0
 2  0      0 7173152 286884 8175816    0    0     0     8  692  388 50  1 50  0  0
 2  0      0 7173152 286884 8175816    0    0     0     0  710  439 50  1 50  0  0
 2  0      0 7173152 286884 8175816    0    0     0     0  680  391 49  1 50  0  0
 2  0      0 7173152 286884 8175816    0    0     0     0  679  379 49  1 50  0  0
 2  0      0 7173152 286884 8175816    0    0     0     0  712  445 50  1 50  0  0
 2  0      0 7173152 286884 8175816    0    0     0    32  701  433 50  0 50  0  0
 2  0      0 7173152 286884 8175816    0    0     0     0  693  403 50  0 50  0  0
 3  0      0 7173152 286884 8175816    0    0     0     0  683  388 49  1 50  0  0
 2  0      0 7173152 286884 8175816    0    0     0     0  697  425 49  1 50  0  0
 2  0      0 7173152 286884 8175816    0    0     0     0  663  362 49  1 50  0  0
 2  0      0 7173152 286884 8175816    0    0     0    24  707  437 50  1 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7173152 286884 8175824    0    0     0     0  710  396 49  1 50  0  0
 2  0      0 7173028 286884 8175824    0    0     0     0  714  441 49  1 50  0  0
 2  0      0 7173028 286884 8175824    0    0     0     0  725  468 49  1 50  0  0
 2  0      0 7173028 286884 8175824    0    0     0     0  698  428 49  1 50  0  0
 2  0      0 7173028 286884 8175824    0    0     0    44  667  373 50  0 50  0  0
 2  0      0 7173028 286884 8175824    0    0     0    16  700  446 49  1 50  0  0
 2  0      0 7173028 286884 8175824    0    0     0     0  677  403 50  1 50  0  0
 2  0      0 7173028 286884 8175824    0    0     0     0  685  413 50  1 50  0  0
 2  0      0 7173028 286884 8175824    0    0     0     0  676  388 50  1 50  0  0
 2  0      0 7173028 286884 8175824    0    0     0   200  703  424 49  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0    44  684  411 50  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  692  432 50  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  675  402 50  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  683  404 49  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  680  398 49  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0    16  697  438 49  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  668  387 49  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  692  429 50  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  686  401 49  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  692  406 50  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  699  439 49  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 7173060 286884 8175792    0    0     0    16  680  390 49  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  693  421 50  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  689  403 49  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  704  429 50  0 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  673  385 49  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  712  453 49  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0    16  696  417 50  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  699  422 49  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  692  415 50  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  705  436 49  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  672  384 50  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  699  433 50  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0    16  703  416 49  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  699  417 50  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  686  403 49  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  694  411 50  1 50  0  0
 2  0      0 7173060 286884 8175792    0    0     0     0  685  390 50  1 50  0  0
 2  0      0 7188696 286884 8175792    0    0     0     0  737  457 49  2 49  0  0
 2  0      0 7188560 286884 8175792    0    0     0    16  705  423 50  1 50  0  0
 2  0      0 7188560 286884 8175792    0    0     0    28  706  430 50  1 50  0  0
 2  0      0 7188560 286884 8175792    0    0     0     0  703  418 50  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7188560 286884 8175792    0    0     0     0  693  410 50  1 50  0  0
 2  0      0 7188560 286884 8175792    0    0     0     0  691  402 49  1 50  0  0
 2  0      0 7188560 286884 8175796    0    0     0    16  710  425 50  1 50  0  0
 2  0      0 7188560 286884 8175796    0    0     0     4  728  491 49  1 50  0  0
 2  0      0 7188560 286884 8175796    0    0     0     0  688  394 50  1 50  0  0
 2  0      0 7188560 286884 8175796    0    0     0     0  701  413 49  1 50  0  0
 2  0      0 7188560 286884 8175796    0    0     0     0  679  375 49  1 50  0  0
 2  0      0 7188560 286884 8175796    0    0     0     0  711  427 49  1 50  0  0
 2  0      0 7188560 286884 8175796    0    0     0    16  696  407 49  1 50  0  0
 2  0      0 7188560 286884 8175796    0    0     0     0  676  363 49  1 50  0  0
 2  0      0 7188560 286884 8175796    0    0     0     0  714  438 49  2 50  0  0
 2  0      0 7188560 286884 8175796    0    0     0     0  704  398 50  1 50  0  0
 2  0      0 7188560 286884 8175796    0    0     0     0  701  409 49  1 50  0  0
 2  0      0 7188560 286884 8175800    0    0     0    16  702  406 50  1 50  0  0
 2  0      0 7188560 286884 8175800    0    0     0     0  721  447 49  1 50  0  0
 2  0      0 7188560 286884 8175800    0    0     0     0  712  409 49  1 50  0  0
 2  0      0 7188560 286884 8175800    0    0     0     0  703  422 49  1 50  0  0
 2  0      0 7188560 286884 8175800    0    0     0     0  700  408 49  1 50  0  0
 2  0      0 7188560 286884 8175800    0    0     0     0  714  439 49  2 50  0  0
 2  0      0 7188560 286884 8175800    0    0     0    16  704  409 50  0 50  0  0
 2  0      0 7188560 286884 8175800    0    0     0     0  710  429 49  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7188436 286884 8175800    0    0     0     0  716  417 50  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  754  484 49  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  720  441 49  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  706  425 50  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0    16  714  430 49  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  719  447 50  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  701  419 50  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  714  448 49  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  701  407 50  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  720  454 50  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0    16  693  394 50  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  714  434 50  0 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0    20  691  392 50  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  685  389 49  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  702  426 50  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  680  383 49  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0    44  714  433 49  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  694  405 50  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  709  449 50  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  701  434 49  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  711  427 49  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 7188436 286884 8175800    0    0     0    16  703  420 49  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  707  433 50  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  698  422 49  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  697  418 49  1 50  0  0
 2  0      0 7188436 286884 8175800    0    0     0     0  694  404 50  0 50  0  0
 2  0      0 7188436 286884 8175804    0    0     0     0  766  570 50  1 49  0  0
 2  0      0 7188436 286884 8175804    0    0     0    16  693  414 50  1 50  0  0
 2  0      0 7188436 286884 8175804    0    0     0     0  707  430 49  2 50  0  0
 2  0      0 7188436 286884 8175804    0    0     0     0  700  409 50  1 50  0  0
 2  0      0 7188468 286884 8175804    0    0     0     0  700  415 49  2 50  0  0
 2  0      0 7188468 286884 8175804    0    0     0     0  695  405 50  1 50  0  0
 2  0      0 7188468 286888 8175804    0    0     0    16  721  447 49  1 50  0  0
 2  0      0 7188468 286888 8175804    0    0     0     0  690  405 49  1 50  0  0
 2  0      0 7188468 286888 8175804    0    0     0     0  707  439 49  1 50  0  0
 2  0      0 7188468 286888 8175804    0    0     0     0  709  427 50  1 50  0  0
 2  0      0 7188468 286888 8175804    0    0     0     0  709  426 49  1 50  0  0
 2  0      0 7188468 286888 8175804    0    0     0     0  694  417 50  1 50  0  0
 2  0      0 7188468 286888 8175804    0    0     0    16  693  408 50  1 50  0  0
 2  0      0 7188468 286888 8175804    0    0     0     0  714  452 49  1 50  0  0
 2  0      0 7188468 286888 8175804    0    0     0     0  689  389 50  0 50  0  0
 2  0      0 7188468 286888 8175804    0    0     0     0  705  420 50  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7188468 286888 8175804    0    0     0     0  682  383 49  1 50  0  0
 2  0      0 7188468 286888 8175804    0    0     0     8  722  457 49  1 50  0  0
 2  0      0 7188468 286888 8175804    0    0     0    32  696  407 50  0 50  0  0
 2  0      0 7188468 286888 8175804    0    0     0     0  713  435 49  1 50  0  0
 2  0      0 7188468 286888 8175804    0    0     0     0  700  407 50  0 50  0  0
 2  0      0 7188468 286888 8175804    0    0     0     0  719  453 49  1 50  0  0
 2  0      0 7188468 286888 8175804    0    0     0    36  694  407 50  0 50  0  0
 2  0      0 7182728 286888 8175804    0    0     0     0  751  515 48  2 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0    16  713  442 50  1 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0     0  692  407 49  1 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0     0  722  459 50  1 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0     0  708  445 49  2 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0    12  696  419 50  1 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0     0  708  433 50  1 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0    16  733  461 50  0 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0     0  699  413 50  0 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0     0  709  436 50  0 50  0  0
 3  0      0 7182640 286888 8175804    0    0     0     0  712  444 50  1 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0     0  705  422 50  1 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0    16  708  413 49  1 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0     0  743  479 50  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7182640 286888 8175804    0    0     0     0  741  481 49  1 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0     0  741  470 50  1 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0     0  705  423 49  1 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0     0  706  429 50  1 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0    16  701  420 49  1 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0     0  702  421 50  0 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0     0  726  464 50  1 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0     0  698  403 49  1 50  0  0
 2  0      0 7182640 286888 8175804    0    0     0     0  718  446 49  1 50  0  0
 2  0      0 7182640 286888 8175808    0    0     0    16  709  435 50  1 50  0  0
 2  0      0 7182640 286888 8175808    0    0     0     0  720  457 50  1 50  0  0
 2  0      0 7182640 286888 8175808    0    0     0     0  698  416 49  1 50  0  0
 2  0      0 7182640 286888 8175808    0    0     0     0  709  435 49  1 50  0  0
 2  0      0 7182640 286888 8175808    0    0     0     0  708  418 50  0 50  0  0
 2  0      0 7182640 286888 8175808    0    0     0     0  727  465 50  0 50  0  0
 2  0      0 7182640 286888 8175808    0    0     0    16  707  421 49  1 50  0  0
 2  0      0 7182640 286888 8175808    0    0     0     0  723  454 49  2 50  0  0
 2  0      0 7182640 286888 8175808    0    0     0     0  716  426 50  1 50  0  0
 2  0      0 7182640 286888 8175808    0    0     0     0  729  454 50  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  712  424 49  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  737  473 49  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7182640 286888 8175812    0    0     0    16  714  428 50  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     8  719  450 49  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  714  427 50  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  722  449 50  1 49  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  706  421 50  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  728  447 49  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0    64  696  414 49  1 49  1  0
 2  0      0 7182640 286888 8175812    0    0     0     0  708  444 50  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  685  402 50  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  676  394 50  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  702  434 50  0 50  0  0
 3  0      0 7182640 286888 8175812    0    0     0    32  701  422 49  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  716  446 49  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  701  425 50  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  709  441 50  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  688  406 50  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  711  432 49  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0    16  694  432 50  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  696  432 49  2 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  716  481 50  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  701  428 49  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7182640 286888 8175812    0    0     0     0  683  380 50  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0    16  720  446 50  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  707  427 50  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  702  420 50  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  698  408 49  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  723  442 49  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  689  393 49  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0    16  724  449 49  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  705  418 49  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  720  434 50  0 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  704  408 50  1 50  0  0
 2  0      0 7182640 286888 8175812    0    0     0     0  736  458 49  1 50  0  0
 2  0      0 7182640 286888 8175816    0    0     0    16  701  419 50  0 50  0  0
 2  0      0 7182640 286888 8175816    0    0     0     0  691  399 49  1 50  0  0
 2  0      0 7182640 286888 8175816    0    0     0     0  722  455 50  1 50  0  0
 2  0      0 7182640 286888 8175816    0    0     0     8  701  407 49  1 50  0  0
 2  0      0 7182640 286888 8175816    0    0     0     0  719  442 50  1 50  0  0
 2  0      0 7182640 286888 8175816    0    0     0     0  713  432 49  1 50  0  0
 2  0      0 7188244 286888 8175816    0    0     0    32  780  528 50  1 49  0  0
 2  0      0 7188468 286888 8175816    0    0     0     0  743  477 49  1 50  0  0
 2  0      0 7188468 286888 8175816    0    0     0    36  754  493 50  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7188468 286888 8175816    0    0     0     0  751  479 50  1 50  0  0
 2  0      0 7188468 286888 8175816    0    0     0     0  730  462 49  1 50  0  0
 2  0      0 7188468 286888 8175816    0    0     0     0  714  438 50  1 50  0  0
 2  0      0 7188468 286888 8175816    0    0     0    16  701  419 49  1 50  0  0
 2  0      0 7188468 286888 8175816    0    0     0     0  709  434 50  1 50  0  0
 2  0      0 7188468 286888 8175816    0    0     0     0  704  429 50  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  717  442 50  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  700  413 49  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  718  444 49  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0    16  703  418 50  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  728  452 49  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  710  423 49  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  712  434 50  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  714  438 50  0 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  731  468 49  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0    16  711  434 50  0 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  723  449 49  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  720  450 50  0 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  729  451 50  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  703  414 49  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0    16  727  456 50  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7188468 286888 8175820    0    0     0     0  778  546 50  1 49  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  715  445 50  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  726  455 49  1 50  0  0
 3  0      0 7188468 286888 8175820    0    0     0     0  698  405 49  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  738  468 49  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0    16  734  471 49  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  723  471 50  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  717  454 50  0 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  737  476 49  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0     4  722  451 49  1 50  0  0
 2  0      0 7188468 286888 8175820    0    0     0    16  741  497 49  2 49  0  0
 2  0      0 7188468 286888 8175820    0    0     0     0  714  430 49  1 50  0  0
 2  0      0 7188500 286888 8175820    0    0     0     0  724  451 50  1 50  0  0
