procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7691240 286764 8175300    0    0     0     0  754  544 48  3 49  0  0
 2  0      0 7691240 286764 8175300    0    0     0     0  734  481 48  3 50  0  0
 2  0      0 7691240 286764 8175300    0    0     0    16  734  495 48  3 49  0  0
 2  0      0 7691240 286764 8175300    0    0     0     0  730  476 47  4 49  0  0
 2  0      0 7691240 286764 8175300    0    0     0     0  728  489 48  3 50  0  0
 2  0      0 7691240 286764 8175300    0    0     0     0  721  471 47  3 49  0  0
 2  0      0 7691240 286764 8175300    0    0     0     0  714  454 48  3 50  0  0
 2  0      0 7691240 286764 8175300    0    0     0    16  737  499 48  3 49  0  0
 2  0      0 7691240 286764 8175300    0    0     0     0  725  483 47  3 50  0  0
 2  0      0 7691240 286764 8175304    0    0     0     0  728  483 47  3 50  0  0
 2  0      0 7691240 286764 8175304    0    0     0    40  741  516 48  2 49  0  0
 2  0      0 7691240 286764 8175304    0    0     0     0  723  469 48  3 49  0  0
 2  0      0 7691240 286764 8175304    0    0     0     0  715  474 47  4 50  0  0
 2  0      0 7691240 286764 8175304    0    0     0    16  721  489 48  3 50  0  0
 2  0      0 7691240 286764 8175304    0    0     0     0  746  541 46  5 49  0  0
 2  0      0 7691240 286764 8175304    0    0     0     8  713  476 48  3 50  0  0
 2  0      0 7691240 286764 8175304    0    0     0     0  721  487 48  3 49  0  0
 3  0      0 7691240 286764 8175304    0    0     0     0  725  496 48  3 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 7691368 286764 8175304    0    0     0     0  774  585 48  3 49  0  0
 2  0      0 7691272 286764 8175304    0    0     0    32  715  472 46  4 49  1  0
lstm training finishs batch_size 64 layer_num 4 layer_size 100
 2  0      0 7691188 286764 8175304    0    0     0     8  746  495 46  4 49  0  0
 2  0      0 7715204 286764 8175500    0    0     0     0 2274 2207 32 11 57  0  0
 2  0      0 7620648 286764 8175308    0    0     0     0  696  424 48  2 50  0  0
 2  0      0 7620524 286764 8175308    0    0     0     0  708  459 49  2 50  0  0
 2  0      0 7620524 286764 8175308    0    0     0     0  737  516 49  2 50  0  0
 2  0      0 7620524 286764 8175308    0    0     0    16  721  490 49  2 50  0  0
 2  0      0 7620524 286764 8175308    0    0     0     0  690  433 48  2 50  0  0
 2  0      0 7620524 286764 8175308    0    0     0     0  710  438 49  2 50  0  0
 2  0      0 7620524 286764 8175312    0    0     0     0  688  422 48  2 50  0  0
 2  0      0 7620524 286764 8175312    0    0     0     0  701  460 48  2 50  0  0
 2  0      0 7620524 286764 8175312    0    0     0    16  721  499 48  2 49  0  0
 2  0      0 7620524 286764 8175312    0    0     0     0  698  441 49  2 50  0  0
 2  0      0 7620524 286764 8175312    0    0     0     0  707  444 49  1 50  0  0
 2  0      0 7620524 286764 8175312    0    0     0     0  697  448 49  1 50  0  0
 2  0      0 7620524 286764 8175312    0    0     0     0  696  470 49  2 50  0  0
 2  0      0 7620524 286764 8175312    0    0     0     0  689  449 48  2 50  0  0
 2  0      0 7620524 286764 8175312    0    0     0    16  704  471 49  2 50  0  0
 2  0      0 7620524 286764 8175312    0    0     0     0  683  429 49  1 50  0  0
 2  0      0 7620524 286764 8175312    0    0     0     0  698  475 49  2 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7617796 286764 8175312    0    0     0     0  758  592 49  2 49  0  0
 2  0      0 7617548 286764 8175312    0    0     0     0  688  465 48  2 50  0  0
 2  0      0 7617548 286764 8175312    0    0     0     0  692  471 49  2 50  0  0
 3  0      0 7617548 286764 8175312    0    0     0    16  684  464 48  2 49  0  0
 2  0      0 7617548 286764 8175312    0    0     0     0  700  472 49  2 49  0  0
 2  0      0 7617548 286764 8175312    0    0     0     0  683  423 49  2 50  0  0
 2  0      0 7617548 286764 8175312    0    0     0    12  699  441 49  2 50  0  0
 2  0      0 7617548 286764 8175312    0    0     0     0  691  427 48  2 50  0  0
 2  0      0 7617548 286764 8175312    0    0     0    16  675  387 48  2 49  0  0
 2  0      0 7617548 286764 8175312    0    0     0     0  691  428 49  2 50  0  0
 2  0      0 7617548 286764 8175312    0    0     0     0  702  446 48  2 50  0  0
 2  0      0 7617548 286764 8175312    0    0     0     4  686  428 48  2 50  0  0
 2  0      0 7617548 286764 8175312    0    0     0     0  679  414 49  2 50  0  0
 2  0      0 7617548 286764 8175312    0    0     0     0  666  384 49  2 50  0  0
 2  0      0 7617548 286764 8175316    0    0     0    16  701  443 48  2 50  0  0
 2  0      0 7617548 286764 8175316    0    0     0     0  702  462 49  2 50  0  0
 2  0      0 7617548 286764 8175316    0    0     0    12  694  437 48  2 50  0  0
 2  0      0 7617548 286764 8175316    0    0     0     0  687  421 49  1 50  0  0
 2  0      0 7617548 286764 8175316    0    0     0     0  686  416 48  2 50  0  0
 2  0      0 7617548 286764 8175316    0    0     0     0  705  454 49  2 50  0  0
 2  0      0 7615892 286764 8175316    0    0     0    32  736  526 48  2 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7615936 286764 8175316    0    0     0     0  702  447 49  2 49  0  0
 2  0      0 7615936 286764 8175316    0    0     0     0  705  450 49  1 49  0  0
 2  0      0 7615936 286764 8175316    0    0     0     0  701  429 49  2 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0     0  717  454 48  2 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0     0  716  469 49  2 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0    16  710  461 49  2 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0     0  737  507 48  2 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0     0  709  428 49  2 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0     0  708  459 49  2 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0     0  703  445 49  1 49  0  0
 2  0      0 7615936 286764 8175316    0    0     0     0  720  478 48  2 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0    16  711  426 49  2 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0     0  709  442 48  2 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0     0  718  469 48  3 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0     0  703  439 49  2 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0     0  707  457 49  2 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0    16  705  436 49  2 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0     0  701  425 49  2 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0     0  713  453 48  2 50  0  0
 2  0      0 7615904 286764 8175316    0    0     0     0  758  557 48  2 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0    12  708  470 49  1 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 7615936 286764 8175316    0    0     0     0  697  458 48  3 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0    16  719  481 49  1 50  0  0
 2  0      0 7615936 286764 8175316    0    0     0     0  712  460 49  2 50  0  0
 2  0      0 7615812 286764 8175316    0    0     0     0  698  428 48  2 49  0  0
 2  0      0 7615812 286764 8175316    0    0     0     8  739  506 49  2 49  0  0
 2  0      0 7615812 286764 8175316    0    0     0     0  703  447 49  1 50  0  0
 2  0      0 7615812 286764 8175316    0    0     0    32  739  486 48  2 50  0  0
 2  0      0 7615812 286764 8175316    0    0     0     0  707  445 48  3 50  0  0
 2  0      0 7615812 286764 8175316    0    0     0     0  682  413 49  2 50  0  0
 2  0      0 7615812 286764 8175316    0    0     0     8  698  439 49  1 50  0  0
 2  0      0 7615812 286764 8175316    0    0     0     0  680  403 49  2 50  0  0
 2  0      0 7615812 286764 8175316    0    0     0     0  688  417 48  2 50  0  0
 2  0      0 7615812 286764 8175316    0    0     0    16  704  447 49  2 50  0  0
 2  0      0 7615812 286764 8175316    0    0     0     0  715  447 48  2 50  0  0
 2  0      0 7615812 286764 8175316    0    0     0     0  683  406 49  2 50  0  0
 2  0      0 7615812 286764 8175316    0    0     0     0  700  424 48  2 50  0  0
 2  0      0 7615812 286764 8175316    0    0     0     0  687  406 49  2 50  0  0
 2  0      0 7615812 286764 8175316    0    0     0     0  698  432 49  2 50  0  0
 2  0      0 7616220 286764 8175320    0    0     0    16  765  550 49  2 49  0  0
 2  0      0 7616216 286764 8175320    0    0     0     0  698  432 48  2 50  0  0
 2  0      0 7616216 286764 8175320    0    0     0     0  685  404 48  2 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 7616216 286764 8175320    0    0     0     0  707  463 48  2 50  0  0
 2  0      0 7616216 286764 8175320    0    0     0     0  707  439 48  2 50  0  0
 2  0      0 7616216 286764 8175320    0    0     0     0  703  446 49  1 50  0  0
 2  0      0 7616216 286764 8175320    0    0     0    16  690  411 48  2 50  0  0
 2  0      0 7616216 286764 8175320    0    0     0     0  695  426 48  2 50  0  0
 2  0      0 7616216 286764 8175320    0    0     0     0  695  419 48  3 50  0  0
 2  0      0 7616216 286764 8175320    0    0     0     0  714  448 49  2 50  0  0
 2  0      0 7616216 286764 8175320    0    0     0     0  702  433 49  2 50  0  0
 2  0      0 7616216 286764 8175320    0    0     0     0  680  411 49  2 50  0  0
 2  0      0 7616216 286764 8175320    0    0     0    16  717  455 49  2 50  0  0
 2  0      0 7616216 286764 8175320    0    0     0     0  708  447 48  2 50  0  0
 2  0      0 7616216 286764 8175320    0    0     0     0  710  451 49  1 49  0  0
 3  0      0 7616216 286764 8175320    0    0     0     0  695  420 49  1 50  0  0
 2  0      0 7616216 286764 8175320    0    0     0    12  718  467 48  2 50  0  0
 2  0      0 7616216 286764 8175320    0    0     0     0  690  414 48  2 50  0  0
 2  0      0 7616216 286764 8175320    0    0     0    16  707  442 48  2 50  0  0
 2  0      0 7616216 286764 8175324    0    0     0     0  711  449 48  2 50  0  0
 2  0      0 7616216 286764 8175324    0    0     0     0  677  390 49  1 50  0  0
 2  0      0 7616092 286764 8175324    0    0     0     8  796  660 49  1 49  0  0
 2  0      0 7616092 286764 8175324    0    0     0     0  686  410 49  1 50  0  0
lstm training finishs batch_size 128 layer_num 4 layer_size 100
 1  0      0 7815352 286764 8175512    0    0     0    32 1990  990 34  9 57  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7722484 286764 8175340    0    0     0     0  999 1895 42  9 50  0  0
 2  0      0 7722360 286764 8175340    0    0     0     0  776  570 46  5 49  0  0
 2  0      0 7722360 286764 8175340    0    0     0    12  751  511 47  4 49  0  0
 2  0      0 7722360 286764 8175340    0    0     0     0  786  583 46  5 49  0  0
 2  0      0 7722360 286764 8175340    0    0     0    32  783  567 47  3 49  0  0
 2  0      0 7722360 286764 8175340    0    0     0     0  783  582 45  6 49  0  0
 2  0      0 7722360 286764 8175340    0    0     0     0  767  538 46  5 49  0  0
 2  0      0 7722360 286764 8175340    0    0     0     0  782  583 45  6 49  0  0
 2  0      0 7722360 286764 8175340    0    0     0     0  743  497 47  4 49  0  0
 3  0      0 7722360 286764 8175340    0    0     0     0  776  566 46  5 49  0  0
 2  0      0 7722360 286764 8175340    0    0     0    16  768  550 47  4 49  0  0
 2  0      0 7722360 286764 8175340    0    0     0     0  764  553 47  4 49  0  0
 2  0      0 7722360 286764 8175340    0    0     0     0  771  552 47  4 49  0  0
 3  0      0 7722360 286764 8175340    0    0     0     0  779  573 46  5 49  0  0
 2  0      0 7722360 286764 8175340    0    0     0     0  755  540 46  5 49  0  0
 3  0      0 7722360 286764 8175340    0    0     0     0  792  586 46  5 49  0  0
 2  0      0 7722360 286764 8175340    0    0     0    16  774  546 46  6 49  0  0
 2  0      0 7722360 286764 8175340    0    0     0     0  763  536 47  4 49  0  0
 2  0      0 7722360 286764 8175340    0    0     0     0  789  583 46  5 49  0  0
 3  0      0 7722360 286764 8175340    0    0     0     0  776  559 47  4 49  0  0
 2  0      0 7722360 286764 8175344    0    0     0     0  785  585 46  5 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 7722360 286764 8175344    0    0     0     0  776  578 47  4 49  0  0
 2  0      0 7722360 286764 8175344    0    0     0    16  771  553 46  5 49  0  0
 2  0      0 7722360 286764 8175344    0    0     0     0  779  560 47  4 49  0  0
 2  0      0 7722360 286764 8175344    0    0     0     0  805  581 47  4 49  0  0
 3  0      0 7722360 286764 8175344    0    0     0     0  819  642 47  4 49  0  0
 2  0      0 7722360 286764 8175344    0    0     0     0  811  602 46  5 49  0  0
 2  0      0 7722360 286764 8175344    0    0     0    20  803  595 47  4 49  0  0
 2  0      0 7722120 286764 8175344    0    0     0    16  827  649 46  5 49  0  0
 2  0      0 7722144 286764 8175344    0    0     0     0  816  638 45  6 49  0  0
 2  0      0 7722176 286764 8175344    0    0     0     0  787  590 47  4 49  0  0
 2  0      0 7722176 286764 8175344    0    0     0     0  803  614 45  6 49  0  0
 2  0      0 7722176 286764 8175344    0    0     0     8  793  595 48  3 49  0  0
 2  0      0 7722208 286764 8175344    0    0     0     0  794  583 47  4 49  0  0
 2  0      0 7722208 286764 8175344    0    0     0    60  832  653 48  3 49  0  0
 2  0      0 7722208 286764 8175344    0    0     0     0  790  585 45  6 49  0  0
 2  0      0 7722208 286764 8175344    0    0     0     0  816  625 47  4 49  0  0
 2  0      0 7722240 286764 8175344    0    0     0     8  770  555 46  5 49  0  0
 2  0      0 7722240 286764 8175344    0    0     0     0  848  644 48  4 49  0  0
 2  0      0 7722240 286764 8175344    0    0     0    16  777  559 46  5 49  0  0
 2  0      0 7722240 286764 8175344    0    0     0     0  824  696 47  5 49  0  0
 2  0      0 7722240 286764 8175344    0    0     0     0  732  486 47  4 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7722240 286764 8175344    0    0     0     0  761  546 47  4 49  0  0
 2  0      0 7722240 286764 8175344    0    0     0     0  748  514 46  4 49  0  0
 2  0      0 7722240 286764 8175344    0    0     0    16  777  561 46  5 49  0  0
 2  0      0 7722240 286764 8175348    0    0     0     0  755  529 47  4 49  0  0
 2  0      0 7722240 286764 8175348    0    0     0     0  755  534 46  5 49  0  0
 2  0      0 7719388 286764 8175348    0    0     0     0  804  615 47  5 49  0  0
 3  0      0 7719388 286764 8175348    0    0     0     0  755  520 46  6 49  0  0
 2  0      0 7719388 286764 8175348    0    0     0    16  746  506 47  4 49  0  0
 2  0      0 7719388 286764 8175348    0    0     0     0  754  507 45  6 49  0  0
 2  0      0 7719388 286764 8175348    0    0     0     0  760  536 46  5 49  0  0
 2  0      0 7719388 286764 8175348    0    0     0     0  760  543 46  5 49  0  0
 2  0      0 7719388 286764 8175348    0    0     0     0  753  525 47  4 49  0  0
 2  0      0 7719388 286764 8175348    0    0     0     0  765  547 47  4 49  0  0
 2  0      0 7719420 286764 8175348    0    0     0    16  776  568 47  4 49  0  0
 2  0      0 7719420 286764 8175348    0    0     0     0  780  577 46  5 49  0  0
 2  0      0 7719420 286764 8175348    0    0     0     0  757  530 47  4 49  0  0
 2  0      0 7719420 286764 8175348    0    0     0     0  761  541 45  6 49  0  0
 2  0      0 7719420 286764 8175348    0    0     0     0  769  547 45  6 49  0  0
 2  0      0 7719420 286764 8175348    0    0     0     0  807  610 47  4 49  0  0
 2  0      0 7719420 286764 8175348    0    0     0    16  759  536 45  6 49  0  0
 2  0      0 7719420 286764 8175348    0    0     0    44  784  574 47  4 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7719420 286764 8175348    0    0     0     0  777  560 45  6 49  0  0
 2  0      0 7719420 286764 8175352    0    0     0     0  797  587 47  3 49  0  0
 2  0      0 7719420 286764 8175352    0    0     0     0  775  565 46  5 49  0  0
 2  0      0 7719420 286764 8175352    0    0     0     0  777  570 46  5 49  0  0
 2  0      0 7719420 286764 8175352    0    0     0    24  773  557 46  5 49  0  0
 2  0      0 7719420 286764 8175352    0    0     0     0  776  545 48  3 49  0  0
 2  0      0 7719420 286764 8175352    0    0     0     0  770  543 46  5 49  0  0
 2  0      0 7719420 286764 8175352    0    0     0     0  768  563 46  5 49  0  0
 2  0      0 7719420 286764 8175352    0    0     0     0  762  542 47  4 49  0  0
 2  0      0 7719420 286764 8175352    0    0     0    56  761  546 47  4 49  0  0
 2  0      0 7719420 286764 8175352    0    0     0     0  744  509 47  5 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  768  534 45  6 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  760  543 47  4 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  757  545 47  4 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  753  530 47  4 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0    16  765  561 46  5 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  737  519 47  4 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  770  560 45  6 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  750  524 47  3 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  759  551 46  5 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  763  542 47  4 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7719228 286764 8175352    0    0     0    16  770  568 47  4 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  762  549 46  5 49  0  0
 3  0      0 7719228 286764 8175352    0    0     0     0  765  561 47  4 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  794  592 48  3 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  782  558 47  5 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0    16  761  539 46  5 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  754  542 48  3 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  753  545 45  6 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  747  542 47  4 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  797  594 47  3 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0    16  764  547 48  3 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  791  590 47  4 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  763  544 46  4 49  0  0
 4  0      0 7719228 286764 8175352    0    0     0    24  747  523 46  5 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0     0  776  567 47  4 49  0  0
 2  0      0 7719228 286764 8175352    0    0     0    16  769  529 46  5 49  1  0
 2  0      0 7718360 286764 8175352    0    0     0     0  774  548 46  5 49  0  0
 2  0      0 7718360 286764 8175352    0    0     0     0  741  507 45  5 49  0  0
 2  0      0 7718360 286764 8175352    0    0     0     4  743  502 46  5 49  0  0
 2  0      0 7718360 286764 8175352    0    0     0     0  730  491 47  3 49  0  0
 2  0      0 7718360 286764 8175352    0    0     0     0  751  498 46  5 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7718360 286764 8175352    0    0     0    16  732  513 46  5 49  0  0
 2  0      0 7718360 286764 8175352    0    0     0     0  742  517 46  5 49  0  0
 2  0      0 7718360 286764 8175352    0    0     0     8  731  516 47  4 49  0  0
 2  0      0 7718360 286764 8175352    0    0     0     0  737  522 46  5 49  0  0
 2  0      0 7718360 286764 8175356    0    0     0     0  728  498 47  4 49  0  0
 2  0      0 7718360 286764 8175356    0    0     0    16  768  557 46  5 49  0  0
 2  0      0 7718360 286764 8175356    0    0     0     0  739  529 47  4 49  0  0
 2  0      0 7718360 286764 8175356    0    0     0     0  763  548 46  5 49  0  0
 2  0      0 7718360 286764 8175356    0    0     0     0  714  494 47  4 49  0  0
 2  0      0 7718360 286764 8175356    0    0     0     0  747  546 45  6 49  0  0
 2  0      0 7718360 286764 8175356    0    0     0    16  759  643 47  4 50  0  0
 2  0      0 7718392 286764 8175356    0    0     0     0  725  510 46  5 49  0  0
 2  0      0 7718392 286764 8175356    0    0     0     0  738  555 47  4 49  0  0
 2  0      0 7718392 286764 8175356    0    0     0     0  740  569 46  4 49  0  0
 2  0      0 7718392 286764 8175356    0    0     0     0  741  510 45  6 49  0  0
 2  0      0 7718392 286764 8175356    0    0     0    16  758  544 47  4 49  0  0
 2  0      0 7718392 286764 8175356    0    0     0     0  726  478 47  4 49  0  0
 2  0      0 7718392 286764 8175364    0    0     0    24  797  596 47  5 49  0  0
 2  0      0 7718392 286764 8175364    0    0     0     0  726  492 47  4 49  0  0
 2  0      0 7718392 286764 8175364    0    0     0     0  741  513 47  4 49  0  0
 2  0      0 7718392 286764 8175364    0    0     0     0  726  505 46  5 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7718392 286764 8175364    0    0     0     0  742  549 46  5 49  0  0
 2  0      0 7718392 286764 8175364    0    0     0     0  734  529 46  5 49  0  0
 3  0      0 7718392 286764 8175364    0    0     0    16  745  540 47  4 49  0  0
 2  0      0 7718392 286764 8175364    0    0     0     0  722  500 46  5 49  0  0
 2  0      0 7718392 286764 8175364    0    0     0     0  725  513 47  4 49  0  0
 2  0      0 7718392 286764 8175364    0    0     0     0  751  586 46  5 49  0  0
 2  0      0 7718392 286764 8175364    0    0     0     8  724  535 47  4 49  0  0
 2  0      0 7718392 286764 8175364    0    0     0    16  748  574 46  5 49  0  0
 2  0      0 7718392 286764 8175364    0    0     0     0  762  575 47  4 49  0  0
 2  0      0 7718392 286764 8175364    0    0     0     0  770  597 47  4 49  0  0
 2  0      0 7718392 286764 8175364    0    0     0     0  734  492 45  5 49  0  0
 2  0      0 7718392 286764 8175364    0    0     0     8  743  523 47  4 49  0  0
 2  0      0 7718392 286764 8175364    0    0     0    28  743  515 47  4 49  0  0
 2  0      0 7718392 286764 8175364    0    0     0     0  727  488 48  3 49  0  0
 2  0      0 7718392 286764 8175368    0    0     0     0  731  511 46  5 49  0  0
 2  0      0 7718392 286764 8175368    0    0     0     0  719  489 47  4 49  0  0
 2  0      0 7718392 286764 8175368    0    0     0    12  738  526 46  5 49  0  0
 2  0      0 7718392 286764 8175368    0    0     0    28  751  526 47  4 50  0  0
 2  0      0 7718392 286764 8175368    0    0     0     0  747  537 46  5 49  0  0
 2  0      0 7718392 286764 8175368    0    0     0     0  723  497 47  4 49  0  0
 2  0      0 7718392 286764 8175368    0    0     0     0  757  558 45  6 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1      0 7718392 286764 8175368    0    0     0    16  755  549 45  6 49  0  0
 2  0      0 7718392 286764 8175368    0    0     0     0  756  562 47  3 49  0  0
 2  0      0 7718392 286764 8175368    0    0     0     0  772  585 46  5 49  0  0
 2  0      0 7718392 286764 8175368    0    0     0     0  782  612 47  4 49  0  0
 2  0      0 7718392 286764 8175368    0    0     0     0  763  585 44  7 49  0  0
 2  0      0 7718392 286764 8175368    0    0     0    12  766  544 48  3 50  0  0
 2  0      0 7716532 286764 8175368    0    0     0    32  816  630 46  5 49  0  0
 2  0      0 7716408 286764 8175368    0    0     0     0  747  527 46  4 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  760  558 45  6 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  748  528 45  6 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  747  512 46  5 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0    16  739  519 46  5 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  752  555 46  6 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  718  509 47  4 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  776  607 47  4 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  742  526 45  6 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0    16  756  544 47  4 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  752  543 44  7 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  760  557 48  3 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  736  512 46  5 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0    28  758  547 47  4 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7716408 286764 8175372    0    0     0    16  768  551 46  4 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  766  562 47  5 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  750  534 46  4 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  757  546 47  4 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     8  733  494 45  6 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0    28  762  566 47  4 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  762  541 46  5 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  760  576 47  4 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  739  540 46  5 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     8  746  538 46  5 50  0  0
 2  0      0 7716408 286764 8175372    0    0     0    16  764  571 48  3 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  738  531 46  5 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  762  565 47  4 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  747  540 46  5 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  762  578 47  4 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0    16  737  537 46  4 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  752  556 48  3 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  737  539 46  5 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  775  551 49  3 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0     0  734  531 46  5 49  0  0
 2  0      0 7716408 286764 8175372    0    0     0    16  750  556 47  4 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7716408 286764 8175372    0    0     0     0  742  534 45  6 49  0  0
 2  0      0 7716408 286764 8175376    0    0     0     0  754  572 47  4 49  0  0
 2  0      0 7716408 286764 8175376    0    0     0     0  724  527 46  4 49  0  0
 2  0      0 7716408 286764 8175376    0    0     0     0  731  532 47  4 49  0  0
 2  0      0 7716408 286764 8175376    0    0     0    16  748  537 46  5 49  0  0
 3  0      0 7716408 286764 8175376    0    0     0     0  755  567 46  5 49  0  0
 2  0      0 7716408 286764 8175376    0    0     0     0  746  517 46  4 49  0  0
